Company Common Name,Instrument,Issuer Ticker
Fauquier Bankshares Inc,FBSS.OQ^D21,VABKA
Baylake Corp,BYLK.OQ^E16,NCBSB
Compania Universal Textil SA en liquidacion,UNITEXC1.LM,UNITZ
PCM Inc,PCMI.OQ^I19,PCMI
Epicore Bionetworks Inc,EBN.V^L17,
BTQ Technologies Corp,BTQ.NLB,
CKX Lands Inc,CKX.A,CKX
Windtree Therapeutics Inc,WINT.PK,WINT
Eldorado Artesian Springs Inc,ELDOD.PK^J16,ELDOT
Cross Timbers Royalty Trust,CRT.N,CRTX
Connecticut Light and Power Co,CNLPL.PK,ESNTL
Saga Falabella SA,SAGAC1.LM,SAGAZ
Banco Pichincha SAA,BPICHC1.LM,BPICH
Backstageplay Inc,BPh.V,BPXX
Noble Group Ltd,NOBG.SI^L22,NOBG
alpha-En Corp,ALPE.PK,ALPE
Marijuana Company Of America Inc,MCOA.PK,
Carriage Services Inc,CSV.N,CSV
WonderFi Technologies Inc,WNDR.TO,
Volcan Compania Minera SAA,VOLCAAC1.LM,VOLCA
ENB Financial Corp,ENBP.PK,ENBP
Alicorp SAA,ALICORC1.LM,ALICX
Fortuna Mining Corp,FVI.TO,FVI
Geron Corp,GERN.OQ,GERN
Carboclor SA,CARCm.BA,CARC
Flagstar Bank NA,FLG.N,FLGY
Human Genome Sciences Inc,HGSI.F^H12,GSKHGS
Grupo Nutresa SA,NCH.CN,NCH
Mineros SA,MAS.CN,MASXX
Promigas SA ESP,PMG.CN,PMGX
First Financial Corp,THFF.OQ,THFF
Mid Penn Bancorp Inc,MPB.OQ,MPB
Armada Mercantile Ltd,ARM.CD,
Lineage Cell Therapeutics Inc,LCTX.A,LCTX
Jack in the Box Inc,JACK.OQ,JACKX
Paid Inc,PAYD.PK,PAYD
Century Casinos Inc,CNTY.OQ,CNTY
PURE Biosciences Inc,PURE.PK,PURE
Argo Gold Inc,ARQ.CD,
JasperX Technologies Inc,JSPX.V,
Asure Software Inc,ASUR.OQ,ASUR
Hidrostal SA,HIDROSI1.LM,
Strategic Global Investments Inc,STBV.PK,STBV
Westaim Corp,WED.V,WED
Regency Centers Corp,REG.OQ,REG
Glacier Media Inc,GVC.TO,GVCX
Amylin Pharmaceuticals LLC,AMLN.OQ^H12,AZNAM
PDL BioPharma Inc,PDLI.OQ^A21,PDLBI
Flushing Financial Corp,FFIC.OQ,FFIC
QuoteMedia Inc,QMCI.PK,QMCI
SESI Holdings Inc,SPNX.PK^B21,SUPEGE
Ashland LLC,ASHc.AS^G00,ASHLD
MCAN Mortgage Corp,MKP.TO,MKP
Premium Brands Holdings Corp,PBH.TO,PBHX
DCB Financial Corp,DCBF.OB^D17,FCFDC
Abaxis Inc,ABAX.OQ^H18,ZTSAB
Spectranetics LLC,SPNC.OQ^H17,PHGSPT
Whole Foods Market Inc,WFM.OQ^H17,AMZNW
Universal American Corp,UAM^D17,CNCUA
Simulations Plus Inc,SLP.OQ,SLP
Rand Worldwide Inc,RWWI.PK,RWWI
Green Earth Technologies Inc,GETG.PK^G19,
Athena Bitcoin Global,ABIT.PK,
SM Energy Co,SM.N,SM
SpectraScience Inc,SCIE.PK^I25,SCIEC
Global Self Storage Inc,SELF.OQ,SELF
Bellsouth LLC,BLS.N^A07,TBLLS
Gillette Co,G.N^J05,PGGIL
Agro Industrial Paramonga SA,PARAMOC1.LM,PARAZ
Square Chain Corp,SQCC.PK,SQCC
Total Telcom Inc,TTZ.V,
Equity Office Properties Trust,EOP.N^B07,EQOPT
ENGIE Brasil Energia SA,EGIE3.SA,EGIEC
Blue Horizon Global Capital Corp,BHCC.CD,
Enwave Corp,ENW.V,
FTI Consulting Inc,FCN.N,FCN
GardaWorld Security Corp,GW.TO^K12,DRNPER
LifeVantage Corp,LFVN.OQ,LFVN
Computer Modelling Group Ltd,CMG.TO,
Boston Private Financial Holdings Inc,BPFH.OQ^G21,BPFH
Ovintiv Exploration Inc,NFX.N^B19,OVITVV
NWPX Infrastructure Inc,NWPX.OQ,NWPX
Empresa Distribuidora Sur SA,DSURm.BA,DSUR
Nov Inc,NOV.N,NOV
Dsp Group Inc,DSPG.OQ^L21,DSPG
TaoWeave Inc,TWAV.OQ,TWAV
Dynegy Inc,DYN.N^D18,VSTDN
America's CAR-MART Inc,CRMT.OQ,CRMT
National Rural Utilities Cooperative Finance Corp,NRU.N^L01,NRUC
Asta Funding Inc,ASFI.OQ^I20,ASFIAA
Olympic Steel Inc,ZEUS.OQ^B26,ZEUS
Codorus Valley Bancorp Inc,CVLY.OQ^G24,CVLY
Tiber Ventures Inc,SEAC.PK,SEAC
Daktronics Inc,DAKT.OQ,DAKT
Grapevine Energy Holdings LLC,GCEHQ.PK^H25,GRVEH
Meren Energy Inc,MER.TO,MER
Croghan Bancshares Inc,CHBH.PK,CHBH
Western Asset Intermediate Muni Fund Inc,SBI.N,
Gilead Sciences Inc,GILD.OQ,GILD
Misonix Inc,MSON.OQ^K21,MIONI
Empresa Agricola San Juan SA,ASJUANC1.LM,
Agricola Cayalti SAA,CAYALTC1.LM,
DATATRAK International Inc,DTRK.PK,DTRK
Sinclair Inc,SBGI.OQ,SBGI
Mattson Technology Inc,MTSN.OQ^E16,BEJIMS
Companhia de Saneamento Basico do Estado de Sao Paulo - SABESP,SBSP3.SA,SBSPC
Gold Merger Sub LLC,PNK.OQ^D16,GLPIG
Molecule Holdings Inc,MLCL.CD,
Duncan Fox SA,DUNCANFOX.SN,
Citizens Financial Services Inc,CZFS.OQ,CZFS
John B Sanfilippo & Son Inc,JBSS.OQ,JBSS
Citizens & Northern Corp,CZNC.OQ,CZNC
Global Gaming Technologies Corp,BLKCF.PK,METRR
Cogentix Medical Inc,CGNT.OQ^D18,INVELC
BlackRock MuniHoldings Quality Fund II Inc,MUE.N^B26,MUE
Nordic American Tankers Ltd,NAT.N,NAT
O-I Glass Inc,OI.N,OI
Talisker Resources Ltd,TSK.TO,
Ameren Corp,AEE.N,AEE
Neoenergia SA,NEOE3.SA,NEOEC
Troilus Mining Corp,TLG.TO,TLG
Patriot Resources Corp,MAGAh.V,
Ecomax Inc,EMAX.PK,
Eli Lilly and Co,LLY.N,LLY
Enbridge Energy Partners LP,EEP.N^L18,ENBMP
BioLargo Inc,BLGO.PK,BLGO
Qualcomm Inc,QCOM.OQ,QCOM
Invesco Municipal Trust,VKQ.N,
Acorn Energy Inc,ACFN.OQ,ACFN
American Superconductor Corp,AMSC.OQ,AMSC
Ligand Pharmaceuticals Inc,LGND.OQ,LGND
Hawthorn Bancshares Inc,HWBK.OQ,HWBK
Caribbean Utilities Company Ltd,CUPu.TO,CUP
Logansport Financial Corp,LOGN.PK,LOGNX
Sabre Holdings Corp,TSG.N^D07,SABRSH
GeoVax Labs Inc,GOVX.OQ,GOVX
DNB Financial Corp,DNBF.OQ^L19,STBAD
Broadway Financial Corp,BYFC.OQ,BYFC
Cryo-Cell International Inc,CCEL.A,CCEL
Agroindustrial Laredo SAA,LAREDOC1.LM,
Muncy Columbia Financial Corp,CCFN.PK,CCFN
Boss Holdings Inc,BSHI.PK,BSHI
Enablence Technologies Inc,ENA.V,
Mesa Home Resources Inc,MHRE.PK,HTSC
BBX Capital Corp (Pre-Merger),BBX.N^L16,BBXCPL
Vale Fertilizantes SA,FFTL4.SA^L11,VALECT
Kforce Inc,KFRC.N,KFRC
Parlux Holdings Inc,PERFQ.PK^J17,PARLH
Grupo Aval Acciones y Valores SA,GAA.CN,GAA
Kyocera AVX Components Corp,AVX.N^C20,KCERAY
Tetra Tech Inc,TTEK.OQ,TTEK
Almost Family Inc,AFAM.OQ^D18,LHCGA
Pegasystems Inc,PEGA.OQ,PEGAX
ARCpoint Inc,ARC.V,
Clairvest Group Inc,CVG.TO,CVGX
Companhia Brasileira de Distribuicao SA,PCAR3.SA,PCARC
BlackRock MuniYield Fund Inc,MYD.N^B26,MYD
Santa Rosa Resources Corp,STRh.V,
Cepheid,CPHD.O^K16,DHRCHP
Norwood Financial Corp,NWFL.OQ,NWFL
Majestic Gold Corp,MJS.V,
Club Hipico de Santiago SA,HIPICO.SN,
Take-Two Interactive Software Inc,TTWO.OQ,TTWO
Perceptron Inc,PRCP.OQ^L20,ATCOPE
Paloma Resources Inc,PLOh.V,
Option Care Health Inc,OPCH.OQ,OPCH
Nuvera Communications Inc,NUVR.PK,
National Bankshares Inc,NKSH.OQ,NKSH
SB Financial Group Inc,SBFG.OQ,SBFG
MSC Industrial Direct Co Inc,MSM.N,MSM
Alltel Corp,ALTEO.PK^D08,VZALT
PowerSecure International Inc,POWR.N^E16,SOSOP
Puradyn Filter Technologies Inc,PFTI.PK,PFTI
XL Group PLC,XL.N^I18,AXAFLG
Investimentos Bemge SA,FIGE3.SA,
Invesco Quality Municipal Income Trust,IQI.N,
Canadian Oil Sands Ltd,COS.TO^C16,SUNOVC
Cascade Bancorp,CACB.OQ^E17,FIBKC
Colliers International Group Inc,CIGI.TO,CIGI
PHX Minerals Inc,PHX.N^F25,WHWKIP
Astrana Health Inc,ASTH.OQ,AMEH
EQUUS Total Return Inc,EQS.N,EQS
Geospatial Corp,GSPH.PK,GSPH
Schulz SA,SHUL4.SA,
First Financial Bankshares Inc,FFIN.OQ,FFIN
E*Trade Financial Corp,ETFC.OQ^J20,MSETRE
Emclaire Financial Corp,EMCF.OQ^A23,FMNBMM
Tuktu Resources Ltd,TUK.V,
Meridian Gold Inc,MDG.N^A08,YRIMG
Fortrea LLC,CVD.N^B15,LHFOR
Hyperscale Data Inc,GPUS.A,GPUS
McEwen Inc,MUX.N,MUX
Nevsun Resources Ltd,NSU.TO^C19,ZJMGCN
Helios Technologies Inc,HLIO.N,HLIO
Ryman Hospitality Properties Inc,RHP.N,RHP
Electronics for Imaging Inc,EFII.OQ^G19,ESPVHE
Patterson Companies Inc,PDCO.OQ^D25,PATITA
Glacier Oil & Gas Corp,MILLQ.PK^C16,GLCIR
Bank of America Corp,BAC.N,BAC
Semafo Inc (pre-merger),SMF.TO^G20,SMFX
Churchill Downs Inc,CHDN.OQ,CHDN
MainSource Financial Group Inc,MSFG.OQ^D18,FFBCM
COPT Defense Properties,CDP.N,CDP
Biostem Technologies Inc,BSEM.PK,
Oruka Therapeutics Inc,ORKA.OQ,ORKA
Gateway Inc,GTW.N^J07,ACEHFG
Carrizo Oil & Gas Inc,CRZO.OQ^L19,CRZO
BlackRock MuniYield Quality Fund II Inc,MQT.N^B26,MQT
Sanmina Corp,SANM.OQ,SANM
Sharplink Inc,SBET.OQ,
MicroVision Inc,MVIS.OQ,
VirTra Inc,VTSI.OQ,VTSI
Britannia Life Sciences Inc,BLAB.CD,
NOVA Chemicals Corp,NCX.TO^G09,MBDVNV
Lonestar Resources US Inc,LONEQ.PK^L20,ROCCU
Bell MTS Inc,MBT.TO^C17,BCELM
RioCan Real Estate Investment Trust,REI_u.TO,REI
Southwest Georgia Financial Corp,SGB.A^D20,SGB
TransAct Technologies Inc,TACT.OQ,TACT
Enterra Group Corp,ETER.PK,ETER
Lithia Motors Inc,LAD.N,LAD
Zhen Ding Resources Inc,RBTK.PK,
Carton de Colombia SA,CRT.CN,CRT
Indigo Books & Music Inc,IDG.TO^F24,
Inventure Foods Inc,SNAK.OQ^L17,UTZQFI
Southern Banc Company Inc,SRNN.PK,SRNN
Veritec Inc,VRTC.PK,VRTC
Banco de Galicia y Buenos Aires SAU,GAL.BA^G15,GGALBN
Banco de Venezuela SA Banco Universal,BVL.CR,BVL
Banco BBVA Argentina SA,BBARm.BA,BBAR
Caribbean Investment Holdings Ltd,CIHL.L^K21,CIHL
Syntel LLC,SYNT.OQ^J18,ATOSS
Helios and Matheson Analytics Inc,HMNY.PK,HMNY
Colorin Industria de Materiales Sinteticos SA,COLOm.BA,COLO
Compania Argentina de Comodoro Rivadavia-Explotacion de Petroleo SA Minera Industria,COMOm.BA,
Banco de Credito e Inversiones,BCI.SN,BCI
Cresud SACIF y A,CRESm.BA,CRESX
Electromac SAIC,EMACm.BA,
Envases Venezolanos SA,ENV.CR,
CA Fabrica Nacional de Vidrio,FNV.CR,
Ferrum SA de Ceramica y Metalurgia,FERRm.BA,FESCM
Peruana de Energia SAA,PERENAC1.LM,
Pampa Energia SA,PAMPm.BA,PAMPX
Garovaglio y Zorraquin SA,GAROm.BA,GARO
Grupo Carso SAB de CV,GCARSOA1.MX,GCARS
Grupo Gigante SAB de CV,GIGANTE.MX,GIGAN
Grupo Palacio de Hierro SAB de CV,GPH1.MX,GPHA
BlackRock MuniHoldings Fund Inc,MHD.N,
Importadora y Exportadora de la Patagonia SA,PATAm.BA,PATA
Unipar Indupa SAIC,INDUm.BA,INDUZ
Instituto Rosenbusch SA,ROSEm.BA,
Compania Introductora de Buenos Aires SA,INTRm.BA,INTRZ
Kimberly-Clark de Mexico SAB de CV,KIMBERA.MX,KIMBE
Ledesma SAAI,LEDEm.BA,LEDE
Petrobras Argentina SA,PER.BA^E18,PAMRO
Magellan Midstream Partners LP,MMP.N^I23,MMP
Metro One Telecommunications Inc,WOWI.PK,WOWID
Stericycle Inc,SRCL.OQ^K24,WMSTE
Patricios SAIC,PATRm.BA,PTSIC
Acerias Paz del Rio SA,APR.CN,APRX
Petroleo Brasileiro SA Petrobras,PETR4.SA,PETRD
Rigolleau SA,RIGOm.BA,RIGO
Ynvisible Interactive Inc,YNV.V,
Abercrombie & Fitch Co,ANF.N,ANF
CA Telares de Palo Grande,TPG.CR,
East West Bancorp Inc,EWBC.OQ,EWBC
Willbros Group Inc,WGRP.PK^F18,PRIMZW
Neo Performance Materials ULC,NEM.TO^F12,NEOPMN
Appalachian Power Co,APPWM.OB^K11,AEPCO
Clean Air Metals Inc,AIR.V,AIRY
Agent Information Software Inc,AIFS.PK^C25,ATIMS
Flux Power Holdings Inc,FLUX.OQ,FLUXX
Medite Cancer Diagnostics Inc,MDIT.PK,MDIT
Intevac Inc,IVAC.OQ^D25,STXINT
Marker Therapeutics Inc,MRKR.OQ,MRKR
NSTAR Electric Co,NSARO.PK,NSARO
Burnham Holdings Inc,BURCA.PK,BURCA
CAS Medical Systems Inc,CASM.OQ^D19,EWLIFS
CNB Financial Corp,CCNE.OQ,CCNE
Cal-Maine Foods Inc,CALM.OQ,CALM
Janus Henderson US (Holdings) Inc,JNS^E17,JHGJH
Companhia Paranaense de Energia,CPLE6.SA^K25,COPEL
Diversified Royalty Corp,DIV.TO,DVEFR
Cass Information Systems Inc,CASS.OQ,CASSX
ConnectOne Bancorp Inc,CNOB.OQ,CNOB
Central Natural Resources Inc,CTNR.PK,
BioCardia Inc,BCDA.OQ,BCDA
Ameren Illinois Co,AILLP.PK,AILLP
Ipal SA,IPAL.SN,
Imunon Inc,IMNN.OQ,CLSN
Grupo Minsa SAB de CV,MINSAB.MX,MINSA
Obocon Inc,OBCN.PK,
Equinor Exploration Co,BEXP.OQ^L11,EQNRL
8x8 Inc,EGHT.OQ,EGHT
AlphaTON Capital Corp,ATON.OQ,
Dacotah Banks Inc,DBIN.PK,DBIN
BNB Plus Corp,BNBX.OQ,BNBX
Daybreak Oil and Gas Inc,DBRM.PK,DBRM
Bioqual Inc,BIOQ.PK,BIOQ
Electronic Systems Technology Inc,ELST.PK,ELSTX
Ensign Energy Services Inc,ESI.TO,ESIXX
Farmers National Banc Corp,FMNB.OQ,FMNB
FCCC Inc,FCIC.PK,
First Hartford Corp,FHRT.PK,FHRT
First National Bank Alaska,FBAK.PK,FBAKX
MINT Income Fund,MID_u.TO,
Forward Industries Inc,FWDI.OQ,FWDI
Fuel Tech Inc,FTEK.OQ,FTEK
Nicor Inc,NICRL.PK^I22,SOTTWN
Adeia Media Holdings Inc,TIVO.OQ^F20,ADEAA
Inuvo Inc,INUV.A,INUV
Omniq Corp,OMQS.PK,OMQS
EnerTeck Corp,ETCK.PK,
Progenics Pharmaceuticals Inc,PGNX.OQ^F20,PGNX
McKesson Corp,MCK.N,MCK
Pure Technologies Ltd,PUR.TO^B18,
Horizon Bancorp Inc,HBNC.OQ,HBNC
Centerpoint Energy Houston Electric LLC,HSLPP.PK^H09,CNPGYH
Nicola Mining Inc,NIM.V,
Hydromer Inc,HYDI.PK,HYDIX
Sciclone Pharmaceuticals LLC,SCLN.OQ^J17,SIOINS
Wolf Energy Services Inc,WOEN.PK,WOEN
Theralase Technologies Inc,TLT.V,
Aiadvertising Inc,AIAD.PK,
Apollo Education Group Inc,APOL.OQ^B17,PXEDAD
Keweenaw Land Association Ltd,KEWL.PK,
Cray Inc,CRAY.OQ^I19,HPECRA
Lakeland Bancorp Inc,LBAI.OQ^E24,PFSLA
Lincoln Electric Holdings Inc,LECO.OQ,LECO
Goldrich Mining Co,GRMC.PK,GRMC
Surge Components Inc,SPRS.PK,SPRS
Flagstar Bancorp Inc,FBC.N^L22,NYCBA
Microchip Technology Inc,MCHP.OQ,MCHP
Movie Studio Inc,MVES.PK,
Maui Land & Pineapple Company Inc,MLP.N,MLP
New Concept Energy Inc,GBR.A,GBR
Medizone International Inc,MZEIQ.PK^J21,MZEIQ
Carver Bancorp Inc,CARV.PK,CARV
HealthWarehouse.com Inc,HEWA.PK,HEWA
Microbix Biosystems Inc,MBX.TO,MBX
Monarch Cement Co,MCEM.PK,MCEM
Ventas Inc,VTR.N,VTR
Mountain Province Diamonds Inc,MPVD.TO,MPVD
NBT Bancorp Inc,NBTB.OQ,NBTB
Adhera Therapeutics Inc,ATRX.PK,ATRX
National Capital Bank of Washington,NACB.PK,NACB
United Therapeutics Corp,UTHR.OQ,UTHR
Nocopi Technologies Inc,NNUP.PK,
Northern Technologies International Corp,NTIC.OQ,NTIC
Northfield Capital Corp,NFDa.V,
Ohio Power Co,OHIPM.PK^K11,AEPPT
PacifiCorp,PPWLO.PK^B25,BRKPA
Annaly Capital Management Inc,NLY.N,NLY
Peoples Financial Services Corp,PFIS.OQ,PFIS
Idaho Strategic Resources Inc,IDR.A,IDR
American International Ventures Inc,AIVN.PK,AIVN
Public Service Company of New Hampshire,PUSNP.PK^C04,ESPUBS
EVIO Inc,EVIO.PK,
Sarepta Therapeutics Inc,SRPT.OQ,SRPTX
ArQule Inc,ARQL.OQ^A20,MRKAR
Regency Affiliates Inc,RAFI.PK,RAFI
Consorcio Ara SAB de CV,ARA.MX,ARA
George Risk Industries Inc,RSKIA.PK,RSKIA
RGC Resources Inc,RGCO.OQ,RGCO
Provectus Biopharmaceuticals Inc,PVCT.PK,PVCT
OptimizeRx Corp,OPRX.OQ,
Willis Lease Finance Corp,WLFC.OQ,WLFC
Cambium Learning Group Inc,ABCD.OQ^L18,CAHODL
Energisa Mato Grosso Distribuidora de Energia SA,ENMT4.SA,ENMTC
Le@p Technology Inc,LPTC.PK^F25,LPTCH
Sierra Monitor Corp,SRMC.PK^E19,MSASM
Mercator Minerals Ltd,MLKKF.PK,MLKKF
Pioneer Energy Services Corp,0KIW.L^G20,PIENS
SCI Engineered Materials Inc,SCIA.PK,
Dawson Geophysical Co,DWSN.OQ,DWSN
Tampa Electric Co,TAECM.PK^L04,EMAEL
Meritage Hospitality Group Inc,MHGU.PK,MHGUX
Thunder Mountain Gold Inc,THMG.PK,THMG
Sparta Commercial Services Inc,SRCO.PK,SRCO
Koil Energy Solutions Inc,KLNG.PK,KLNGN
Strategic Education Inc,STRA.OQ,STRA
Wilhelmina International Inc,WHLM.PK,WHLM
First Busey Corp,BUSE.OQ,BUSE
Aris Mining Holdings Corp,ARIS.TO^I22,GCMIG
Surge Energy Inc (Alberta),SGY.TO,SGY
Insight Enterprises Inc,NSIT.OQ,NSIT
TTEC Holdings Inc,TTEC.OQ,TTEC
Beazer Homes USA Inc,BZH.N,BZH
HCC Insurance Holdings Inc,HCC.N^J15,TKOMCH
Univest Financial Corp,UVSP.OQ,UVSP
WidePoint Corp,WYY.A,WYY
FBL Financial Group Inc,FFG.N^E21,FFG
Woodward Inc,WWD.OQ,WWD
American Environmental Partners Inc,AEPT.PK,AEPT
Lamar Advertising Co,LAMR.OQ,LAMR
Scotts Miracle-Gro Co,SMG.N,SMG
Civista Bancshares Inc,CIVB.OQ,CIVB
Redwood Trust Inc,RWT.N,RWT
Signal Gold Inc,SGNL.TO^L24,NEXGS
River Valley Bancorp,RIVR.OQ^C16,GABCR
Speedway Motorsports LLC,TRK.N^I19,SONFCS
H&R Real Estate Investment Trust,HR_u.TO,HR
NCR Voyix Corp,VYX.N,VYX
Trican Well Service Ltd,TCW.TO,TCW
United Airlines Inc,CAL.N^J10,UALUA
Site Centers Corp,SITC.N,SITC
Dollar Tree Inc,DLTR.OQ,DLTR
Fidelity D&D Bancorp Inc,FDBC.OQ,FDBC
Grupo Bafar SAB de CV,BAFARB.BIV,BAFAX
Net Servicos de Comunicacao SA,NETC4.SA^B15,NETCE
AuraSource Inc,ARAO.PK,ARAO
ITT Inc,ITT.N,ITT
Embraer SA,EMBJ3.SA,EMBRC
BancFirst Corp,BANF.OQ,BANF
Penske Automotive Group Inc,PAG.N,PAG
Macy's Inc,M.N,M
Perry Ellis International Inc,PERY.OQ^J18,FELDHP
Titan International Inc,TWI.N,TWI
Futuris Company,FTRS.PK,FTRS
TRX Gold Corp,TRX.A,TXGOD
Wintrust Financial Corp,WTFC.OQ,WTFC
Nuveen Select Tax-Free Income Portfolio,NXP.N,
Pinetree Capital Ltd,PNP.TO,PNP
Mediatechnics Corp,MEDT.PK,MEDTX
Time Warner Inc,TWX.N^F18,TARMN
Fred's Inc,FREDQ.PK^F20,FRED
Mohawk Industries Inc,MHK.N,MHK
Nano Magic Inc,NMGX.PK,NMGXX
Terawulf Inc,WULF.OQ,WULF
Allied Security Innovations Inc,ADSV.PK,ADSV
USA Truck Inc,USAK.OQ^I22,USAK
Columbia Banking System Inc,COLB.OQ,COLB
First National of Nebraska Inc,FINN.PK,FINN
First Keystone Corp,FKYS.PK,FKYS
Fleetwood Bank Corp,FLEW.PK,FLEW
Farmers & Merchants Bank of Long Beach,FMBL.PK,
Franklin Financial Services Corp,FRAF.OQ,FRAF
American Soil Technologies Inc,SOYL.PK^A18,AMRSI
MMA Capital Holdings Inc,MMAC.OQ^H21,MMAC
IDEX Wind Down Inc,IDEXQ.PK^B26,IDEXQ
Blumetric Environmental Inc,BLM.V,BLM
Hanmi Financial Corp,HAFC.OQ,HAFC
National Holdings Corp,NHLD.OQ^B21,RILYN
Firefly Neuroscience Inc,AIFF.OQ,AIFF
Castilla Agricola SA,CLL.CN,CLL
Saddle Ranch Media Inc,SRMX.PK,SRMX
Coltejer SA,CTJ.CN^F25,CTJ
ITEX Corp,ITEX.PK,ITEX
Plandai Biotechnology Inc,PLPL.PK,
Juniata Valley Financial Corp,JUVF.PK,JUVF
Minupar Participacoes SA,MNPR3.SA,
GreenShift Corp,GERS.PK,GERS
Conservas Oderich SA,ODER3.SA,
Constructora Conconcreto SA,CIC.CN,CICX
Lannett Company Inc,LCINQ.PK^F23,LNETC
TrueBlue Inc,TBI.N,TBI
Refinaria de Petroleos de Manguinhos SA em Recuperacao Judicial,RPMG3.SA,RPMGC
Pan American Silver Corp,PAAS.TO,PAAS
MBT Financial Corp,MBTF.OQ^I19,FRMEMB
Mexco Energy Corp,MXC.A,MXC
Oi SA - em Recuperacao Judicial,OIBR4.SA,OIBRD
El Paso LLC,EP.N^E12,KMIEA
Cyclone Power Technologies Inc,CYPW.PK^F21,
Mississippi Power Co,MPRWL.PK^J18,SOMIS
Tandy Leather Factory Inc,TLF.OQ,TLFA
Global Tech Industries Group Inc,GTII.PK,
Amerityre Corp,AMTY.PK,AMTY
Canoe EIT Income Fund,EIT_u.TO,EIT
Strattec Security Corp,STRT.OQ,STRT
Oakridge Global Energy Solutions Inc,OGES.PK^I19,OKGLS
Littelfuse Inc,LFUS.OQ,LFUS
Ridgefield Acquisition Corp,RDGAD.PK,
Galaxy Next Generation Inc,GAXYQ.PK^B25,GAXYN
Preformed Line Products Co,PLPC.OQ,PLPC
Quest Patent Research Corp,QPRC.PK,
Peoples Bancorp Inc,PEBO.OQ,PEBO
Portsmouth Square Inc,PRSI.PK,PRSI
Prophase Labs Inc,PRPH.PK,PRPH
Sorrento Therapeutics Inc,SRNE.PK,SRNE
QNB Corp,QNBC.PK,QNBC
Princeton Capital Corp,PIAC.PK,PIAC
Nuveen New York Select Tax Free Income Portfolio,NXN.N^A26,
Reserve Petroleum Co,RSRV.PK,
Eldorado Gold Yukon Corp,EGU.TO^C12,ELDEU
Pearl River Holdings Ltd,PRH.V,
Groenlandsbanken A/S,GRLA.CO,GRLA
Franklin Covey Co,FC.N,FC
Spindletop Oil and Gas Co,SPND.PK,SPND
"November 26, Inc",BIOLQ.PK,BIOLQ
Strategic Acquisitions Inc,STQN.PK,
Invesco Municipal Opportunity Trust,VMO.N,
Southwestern Electric Power Co,SWSEO.PK^K11,AEPSE
Stock Yards Bancorp Inc,SYBT.OQ,SYBT
mPhase Technologies Inc,XDSL.PK,XDSL
Jacksam Corp,JKSM.PK,JKSM
Seelos Therapeutics Inc,SEELQ.PK,SEELQ
Tel-Instrument Electronics Corp,TIKK.PK,TIKK
B2digital Inc,BTDG.PK^D25,BDIGT
20230930-DK-Butterfly-1 Inc,BBBYQ.PK^J23,BDKUT
Net Medical Xpress Solutions Inc,NMXS.PK,
Bar Harbor Bankshares,BHB.A,BHB
Southern Copper Corp,SCCO.N,SCCO
CB Financial Services Inc,CBFV.OQ,CBFV
Union Electric Co,UELMO.PK,UELMO
Compania de Empaques SA,CEM.CN,CEMXZ
Burcon NutraScience Corp,BU.TO,
Industrias ESTRA SA,EST.CN,EST
Almacenes Exito SA,IMI.CN,IMIX
McAfee LLC,MFE.N^C11,MNTHOM
Applied Energetics Inc,AERG.PK,AERG
Bausch Health Companies Inc,BHC.TO,BHC
Fossil Group Inc,FOSL.OQ,FOSL
Angel Wing Metals Inc,AWM.V,
Greencastle Resources Ltd,VGN.V,
LightPath Technologies Inc,LPTH.OQ,LPTH
Wilshire Bancorp Inc,WIBC.OQ^H16,HOPEB
Winland Holdings Corp,WELX.PK,WELX
CB Wind-Down Corp,CBKCQ.PK,CBKCQ
Contango Oil & Gas Co (Texas),MCF.A^L21,MCF
ICU Medical Inc,ICUI.OQ,ICUI
Kopin Corp,KOPN.OQ,KOPN
York Water Co,YORW.OQ,YORW
Garcia Reguera SACIF e I,REGEm.BA,
Leyden SAIC y F,LEIDm.BA,
Molinos Juan Semino SA,SEMIm.BA,MOJUS
Morixe Hermanos SACI,MORIm.BA,MORIX
Administradora de Fondos de Pensiones y Cesantia Proteccion SA,SPR.CN,SPRXX
Titanium Metals Corp,TIE.N^A13,BRKPEI
Pacific Sunwear of California Inc,PSUNQ.PK^I16,PSNWC
International Parkside Products Inc,IPD.V,
Orthofix Medical Inc,OFIX.OQ,OFIX
Galantas Gold Corp,GAL.V,
1st FSB of SC Inc,FSGB.PK,
Linde Inc,PX.N^J18,LINZML
Enveric Biosciences Inc,ENVB.OQ,ENVB
Longvie SA,LONGm.BA,LONG
FNCB Bancorp Inc,FNCB.OQ^G24,PFISF
AGCO Corp,AGCO.N,AGCO
Empresa Distribuidora y Comercializadora Norte SA,EDNm.BA,EDN
Caputo SAIC y F,CAPUm.BA,
Empire Resources Inc,ERS.O^E17,TCSLPE
Books-A-Million Inc,BAMM.OQ^L15,FAAIHB
HF Financial Corp,HFFC.OQ^E16,GWBHF
Stratus Properties Inc,STRS.OQ,STRSX
Consolidated Edison Company of New York Inc,CEDNM.PK^E12,EDCNW
First Commonwealth Financial Corp,FCF.N,FCF
Galiano Gold Inc,GAU.TO,
Caremark Rx Inc,CMX.N^C07,CVSCA
Lockheed Martin Corp,LMT.N,LMT
Evernorth Health Inc,ESRX.OQ^L18,CIENT
Jones Soda Co,JSDA.PK,JSDA
Cornerstone Building Brands Inc,CNR.N^G22,CAMREO
